epoch,accuracy,loss,val_accuracy,val_loss
0,0.7998166680335999,0.694064736366272,0.8806999921798706,0.4295961558818817
1,0.8861666917800903,0.4098208546638489,0.8988999724388123,0.3813715875148773
2,0.897433340549469,0.3707098662853241,0.9003999829292297,0.3603609502315521
3,0.9021166563034058,0.35361483693122864,0.9045000076293945,0.34667009115219116
